1100,1100,1100
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1000
00,04,03,03,00,15,19,11,02,12,18,00,09,04,15,15,06,15,05,14,19,12,14,17,01,03,14,10,15,19,02,12,01,18,15,00,14,02,18,16,
06,12,09,11,19,12,15,00,02,02,04,06,04,19,19,04,02,05,09,14,06,00,02,16,14,09,18,10,10,11,12,08,13,07,14,14,00,12,05,02,
19,00,10,04,08,09,09,15,13,11,05,14,00,09,17,06,01,07,01,14,16,19,00,11,15,18,08,17,14,04,02,09,13,07,11,01,10,09,00,00,
03,01,10,07,18,15,02,00,04,14,07,00,15,13,03,09,04,17,07,08,19,18,01,09,15,12,08,11,05,15,03,09,08,18,09,07,04,17,17,16,
00,06,00,17,08,10,03,18,19,19,03,19,08,07,06,02,03,10,16,11,02,05,06,04,12,11,13,15,18,12,14,16,05,16,01,11,11,17,19,06,
13,04,01,15,16,14,09,12,03,05,11,18,05,12,05,19,19,12,11,19,00,16,17,14,06,07,05,16,00,03,08,13,10,02,04,14,09,17,15,11,
00,07,14,03,18,03,12,12,13,19,13,16,17,12,15,17,01,08,00,03,07,00,16,11,06,02,12,13,05,16,15,15,18,02,16,13,04,08,00,13,
09,03,13,04,02,05,00,12,16,03,11,15,15,11,13,00,09,19,10,01,17,12,02,01,01,06,01,02,05,19,17,17,12,06,07,12,11,18,02,17,
00,07,17,18,17,05,11,05,11,06,01,04,05,17,18,15,08,12,18,13,15,09,09,00,18,09,09,13,16,04,11,03,09,05,06,19,01,17,17,12,
03,06,09,12,05,14,01,18,01,07,10,14,19,18,10,06,11,03,17,18,17,03,02,06,03,16,18,10,15,04,19,18,18,17,19,19,13,04,03,11,
18,13,05,08,00,13,03,03,18,09,11,06,06,14,08,14,02,05,10,03,11,05,09,12,12,19,02,15,04,06,14,08,12,19,15,05,04,14,01,03,
17,02,09,07,14,09,16,03,09,12,09,18,05,05,08,04,17,05,06,07,15,09,04,15,14,11,05,16,06,19,18,14,02,03,01,16,10,05,10,17,
01,16,12,03,12,08,06,16,09,15,16,07,14,00,01,02,18,09,10,01,13,01,01,12,02,07,10,17,06,02,02,16,10,17,02,06,17,13,02,11,
11,16,18,19,13,16,15,03,02,05,03,17,06,19,15,09,13,19,01,06,06,11,05,12,04,00,07,11,16,00,17,16,00,17,03,07,08,05,12,05,
03,06,03,02,05,07,18,02,02,15,13,19,01,13,06,14,14,17,11,10,17,19,09,05,08,13,00,15,06,02,07,08,02,04,10,17,05,17,13,17,
19,18,06,16,17,19,01,04,10,19,15,16,11,07,13,17,15,13,07,03,13,19,01,04,00,16,16,18,04,14,04,03,10,00,16,17,00,14,03,12,
14,15,02,07,04,11,14,04,05,09,19,07,11,10,09,09,04,02,18,06,16,18,00,13,08,15,08,06,19,02,07,16,03,17,16,08,14,08,11,14,
01,16,13,19,13,08,15,15,16,13,15,19,10,00,00,17,05,05,01,07,06,02,17,02,17,19,14,12,14,05,04,11,05,14,03,03,14,04,15,02,
10,18,19,15,06,09,04,09,05,14,00,12,04,07,18,08,08,12,19,17,08,12,01,19,19,00,03,00,08,08,06,18,12,00,03,00,16,16,13,12,
15,19,07,02,11,16,09,00,15,10,19,05,19,18,15,07,12,14,09,16,09,08,07,11,15,04,06,16,03,18,02,17,09,11,12,03,05,09,06,13,
15,02,07,03,09,10,09,17,04,03,03,08,10,05,19,05,02,09,08,18,05,02,03,18,01,03,07,17,15,12,18,14,16,07,18,02,12,12,12,02,
06,00,19,05,19,07,08,13,03,00,10,06,08,13,00,10,04,19,02,02,05,15,04,05,06,14,16,04,13,06,06,02,03,13,17,17,00,09,01,09,
12,17,10,07,13,19,02,09,10,02,07,16,03,02,12,05,13,10,02,04,04,01,13,10,00,05,15,02,09,08,07,11,02,07,15,07,12,11,08,11,
10,01,18,09,00,10,06,06,17,12,06,14,13,04,09,16,07,08,07,19,09,07,00,13,13,02,06,17,08,14,19,00,14,15,09,03,05,11,07,00,
05,07,19,14,03,05,12,10,12,03,09,16,09,11,18,09,09,08,09,01,19,11,02,12,04,09,06,09,14,00,06,15,06,08,14,08,00,08,08,07,
05,18,11,04,17,11,08,17,10,02,11,19,19,11,05,15,01,06,04,03,15,17,00,08,12,03,05,00,06,02,09,06,04,04,11,09,17,12,11,11,
19,11,09,16,01,17,08,17,01,03,16,01,12,08,16,05,19,07,11,10,02,11,01,05,03,18,08,10,17,14,01,14,09,09,09,14,17,06,16,11,
11,04,13,19,05,11,14,15,11,01,04,11,12,18,06,07,16,15,15,19,04,16,10,14,12,00,13,02,19,09,16,07,09,12,03,17,01,14,18,02,
07,08,01,17,19,08,07,16,00,12,14,08,16,18,12,14,00,17,05,12,14,03,08,10,05,12,14,15,17,18,05,11,08,13,13,05,17,12,01,16,
02,17,00,09,03,17,05,08,09,12,19,13,19,04,13,17,04,15,07,09,01,10,14,12,14,03,09,00,16,11,15,03,04,17,06,11,10,13,08,03,
18,08,13,07,14,07,06,02,18,10,09,07,05,07,09,15,09,19,11,16,09,17,01,13,16,12,10,08,08,10,18,04,08,02,03,12,11,01,15,07,
15,00,05,10,13,05,03,14,01,17,13,19,00,17,15,10,03,19,15,09,07,03,09,01,19,17,07,18,14,05,13,19,14,02,17,08,08,07,03,11,
05,12,19,03,16,19,02,10,05,02,13,07,13,08,11,11,07,18,19,15,07,04,11,01,17,16,15,18,07,10,01,17,10,00,03,14,11,04,01,09,
18,00,13,12,19,10,16,10,04,04,15,06,01,09,05,07,02,17,19,13,10,05,09,04,05,06,07,15,19,08,08,00,17,02,14,06,13,17,07,06,
01,04,01,15,01,05,08,12,18,13,03,19,09,17,04,16,08,02,18,14,09,02,08,09,12,07,08,15,07,04,04,12,00,10,19,13,03,08,19,12,
01,18,05,06,04,02,17,16,03,16,17,19,13,07,16,13,05,04,12,17,09,11,07,14,07,17,08,14,07,17,02,03,14,09,13,13,15,15,17,06,
04,02,15,09,19,03,09,09,17,17,13,18,02,08,17,18,19,09,13,01,13,13,17,17,07,17,05,11,01,12,19,02,05,07,16,18,06,13,05,00,
04,13,19,16,07,13,13,18,12,12,05,06,12,11,13,14,14,15,03,02,07,14,11,14,19,05,12,10,15,09,06,17,01,13,11,18,04,06,11,12,
13,03,12,09,01,00,13,18,04,14,10,13,13,17,13,03,02,00,12,07,07,12,19,14,02,16,07,12,17,00,03,15,00,17,14,06,04,03,06,01,
13,08,19,16,03,08,18,05,18,10,19,06,12,02,05,14,01,11,06,14,06,15,06,07,19,00,12,18,01,17,06,12,08,01,01,03,16,12,13,04,
